"","fatality","time_of_day","day_of_week","month","number_of_colliding_vehicles","heavy_vehicle_involved","accident_at_intersection","inappropriate_turning"
"2691",0,"3","1","3","1","0","1","0"
"440390",0,"10","6","3","2","0","1","0"
"451008",0,"16","0","3","2","0","1","0"
"205958",0,"16","2","4","2","0","1","1"
"275631",0,"16","2","12","2","0","1","0"
"402397",0,"10","0","6","2","0","1","0"
"143593",0,"10","2","7","2","0","1","0"
"308639",0,"18","4","10","2","0","0","0"
"230822",0,"19","4","3","2","0","1","0"
"283194",0,"10","4","12","2","0","1","0"
"400484",0,"9","3","6","2","0","1","0"
"124750",0,"18","4","8","2","0","1","0"
"412755",0,"16","5","5","2","0","1","0"
"152388",0,"14","4","7","3","0","0","0"
"135836",0,"8","1","8","2","0","0","0"
"222057",0,"12","5","3","2","0","1","0"
"188141",0,"15","3","5","2","0","0","0"
"201561",0,"19","3","4","1","0","0","0"
"101942",0,"20","4","9","1","0","0","0"
"118627",0,"18","0","9","2","0","0","0"
"399676",0,"3","5","6","2","1","1","0"
"164076",0,"22","6","6","2","0","1","0"
"33821",0,"12","2","1","2","0","1","0"
"240972",0,"5","1","2","2","1","0","0"
"47905",0,"19","4","12","2","0","1","0"
"222113",0,"3","5","3","2","0","1","0"
"293044",0,"12","2","11","2","0","1","1"
"396899",0,"9","2","6","2","1","1","0"
"384126",0,"18","2","7","1","1","1","0"
"317352",0,"21","5","10","2","1","1","1"
"132390",0,"21","6","8","2","0","0","0"
"255979",0,"15","2","1","2","0","1","0"
"356516",0,"10","4","8","1","0","1","0"
"191209",0,"1","6","5","5","0","0","0"
"405136",0,"12","3","5","2","0","0","0"
"244588",0,"12","1","2","2","0","0","0"
"110018",0,"19","6","9","1","0","0","0"
"293636",0,"20","1","11","2","0","1","0"
"132973",0,"22","5","8","2","0","0","0"
"476096",0,"2","5","1","2","0","0","0"
"328097",0,"11","2","9","1","0","1","0"
"411341",0,"18","0","5","3","0","1","0"
"22098",0,"18","2","2","1","0","1","0"
"461840",0,"14","4","2","3","0","0","0"
"25284",0,"13","3","2","2","0","0","0"
"309804",0,"21","3","10","2","0","1","0"
"318498",0,"18","3","10","2","0","1","0"
"27596",0,"18","6","1","2","0","1","0"
"271563",0,"20","3","12","2","0","1","0"
"292563",0,"8","2","11","2","0","0","0"
"156782",0,"0","3","7","2","0","0","0"
"473055",0,"9","5","1","2","0","1","0"
"391188",0,"17","5","6","2","0","1","0"
"320318",0,"18","0","10","1","0","1","0"
"2983",0,"16","0","3","2","0","1","0"
"390915",0,"20","5","6","1","0","1","0"
"266607",0,"18","5","1","2","0","0","0"
"202832",0,"14","1","4","2","0","1","1"
"317099",0,"11","5","10","2","0","1","0"
"75154",0,"23","4","11","1","0","0","0"
"343838",0,"17","5","9","2","0","1","0"
"312779",0,"20","5","10","2","0","1","0"
"122076",0,"14","1","8","2","0","1","0"
"286907",0,"15","5","12","2","0","0","0"
"357454",0,"14","3","8","2","0","1","0"
"78468",0,"15","6","11","3","0","0","0"
"141398",0,"4","6","7","2","0","1","0"
"286386",0,"14","6","12","2","0","0","0"
"46406",0,"16","0","12","1","0","1","0"
"20070",0,"21","5","2","1","0","0","0"
"379081",0,"6","3","7","2","0","1","0"
"414268",0,"13","2","5","2","0","0","0"
"378418",0,"8","4","7","2","1","0","1"
"408832",0,"19","4","5","2","0","1","0"
"229800",0,"17","5","3","1","0","1","0"
"190166",0,"16","0","5","0","0","1","0"
"14216",0,"14","2","2","1","0","0","0"
"471242",0,"8","1","2","2","1","1","0"
"207698",0,"15","0","4","2","0","1","0"
"440025",0,"20","0","3","2","0","1","0"
"402055",0,"22","1","6","2","0","1","0"
"80750",0,"11","2","11","2","0","0","0"
"87341",0,"8","0","10","2","0","1","0"
"466697",0,"17","2","2","2","0","1","0"
"305208",0,"20","3","11","2","0","0","0"
"98349",0,"11","3","10","2","0","1","0"
"421966",0,"22","4","5","2","0","1","0"
"146040",0,"12","6","7","2","0","0","0"
"196371",0,"13","5","5","2","0","0","0"
"58432",0,"8","2","12","2","0","0","0"
"248592",0,"4","0","2","3","0","1","0"
"205772",0,"15","3","4","4","0","1","0"
"430761",0,"20","3","4","2","0","1","0"
"341845",0,"17","1","9","2","0","1","0"
"62708",0,"2","3","12","4","0","1","0"
"17369",0,"10","3","2","1","0","0","0"
"30058",0,"8","1","1","2","0","0","0"
"245162",0,"13","0","2","2","0","0","0"
"236194",0,"14","2","3","1","0","1","0"
"338416",0,"15","6","9","2","0","1","0"
"272900",0,"15","0","12","2","0","1","1"
"202364",0,"11","1","4","2","0","1","0"
"454681",0,"15","2","3","2","1","1","0"
"156495",0,"19","4","7","2","0","1","0"
"184212",0,"17","2","5","2","0","0","0"
"73319",0,"19","0","11","2","0","1","0"
"116838",0,"18","3","9","2","0","0","0"
"370756",0,"18","3","7","2","0","1","0"
"79929",0,"22","4","11","1","0","0","0"
"95899",0,"11","0","10","2","0","0","0"
"15441",0,"17","6","2","1","0","0","0"
"138262",0,"6","4","8","2","0","0","0"
"278989",0,"9","4","12","2","0","1","0"
"399610",0,"20","5","6","2","0","1","0"
"61470",0,"19","4","12","2","0","0","0"
"34493",0,"12","0","1","2","0","0","0"
"158797",0,"17","0","7","2","0","0","0"
"37572",0,"10","2","1","2","0","1","0"
"7485",0,"15","0","3","2","0","1","0"
"157911",0,"11","1","7","2","0","0","0"
"209676",0,"15","4","4","2","0","1","0"
"226010",0,"21","5","3","2","0","0","0"
"221242",0,"12","6","3","2","0","1","0"
"131596",0,"0","0","8","2","0","1","0"
"91305",0,"14","1","10","1","0","1","0"
"333522",0,"9","0","9","2","1","1","0"
"399548",0,"8","5","6","1","0","1","0"
"235877",0,"12","2","3","2","0","1","0"
"239005",0,"17","4","2","3","0","0","0"
"192161",0,"13","4","5","2","0","1","0"
"318024",0,"9","4","10","1","0","1","0"
"26702",0,"13","1","1","1","0","1","0"
"415236",0,"23","1","5","2","0","1","0"
"284908",0,"6","2","12","1","0","0","0"
"475319",0,"9","0","1","2","0","1","0"
"336503",0,"12","2","9","2","0","1","0"
"209503",0,"20","4","4","2","0","0","0"
"40465",0,"3","4","1","3","0","1","0"
"212029",0,"17","0","4","2","0","1","0"
"188765",0,"23","3","5","2","0","1","0"
"7326",0,"8","0","3","2","0","0","0"
"375798",0,"19","2","7","2","0","1","0"
"384549.1",0,"23","1","6","2","0","0","1"
"82237",0,"13","0","10","2","0","0","0"
"471760",0,"14","0","2","2","0","1","0"
"211397",0,"22","1","4","2","0","0","0"
"194905",0,"0","0","5","2","0","1","0"
"126526",0,"23","1","8","2","0","1","0"
"142901",0,"11","3","7","2","0","0","0"
"233496",0,"15","6","3","2","0","1","0"
"205156",0,"12","3","4","2","0","1","0"
"379778",0,"11","2","7","2","0","0","0"
"316678",0,"17","6","10","2","0","0","0"
"284194",0,"18","3","12","2","0","1","0"
"80338",0,"19","3","11","2","0","1","0"
"62524",0,"19","3","12","1","0","1","0"
"430014",0,"18","5","4","2","0","0","0"
"392056",0,"18","4","6","2","0","1","0"
"453860",0,"12","3","3","2","0","1","0"
"1806",0,"8","3","3","1","0","0","0"
"420395",0,"0","0","5","2","0","1","0"
"350183",0,"14","1","8","2","0","1","0"
"115309",0,"0","5","9","2","0","0","0"
"286447",0,"17","6","12","2","0","0","0"
"182375",0,"9","5","5","2","0","0","0"
"205746",0,"11","3","4","2","0","1","0"
"148715",0,"8","2","7","2","0","0","0"
"328121",0,"12","2","9","2","0","1","0"
"332876",0,"7","1","9","4","0","1","0"
"259241",0,"14","3","1","2","0","1","0"
"100396",0,"16","0","10","3","0","1","0"
"162554",0,"15","1","6","2","0","0","0"
"26746",0,"5","1","1","1","0","0","0"
"178604",0,"7","4","6","2","0","0","0"
"310103",0,"18","2","10","2","0","1","0"
"49940",0,"10","1","12","2","0","1","0"
"121172",0,"21","3","9","2","0","0","0"
"406180",0,"9","2","5","3","0","1","0"
"132881",0,"17","5","8","1","0","0","0"
"186010",0,"0","0","5","2","0","1","0"
"244080",0,"8","2","2","2","0","0","0"
"436100",0,"23","0","4","1","0","1","0"
"106342",0,"3","5","9","1","0","0","0"
"171787",0,"22","1","6","2","0","0","0"
"7868",0,"12","6","3","2","0","1","0"
"457468",0,"18","5","2","2","0","1","0"
"146400",0,"15","5","7","2","0","1","0"
"363875",0,"19","0","8","2","1","0","0"
"344456",0,"13","4","9","1","0","1","0"
"250178",0,"14","4","2","2","0","1","0"
"101490",0,"0","5","10","2","0","0","0"
"351014",0,"16","0","8","2","0","1","0"
"113132",0,"15","2","9","2","0","1","0"
"219836",0,"12","2","3","2","0","0","0"
"445428",0,"10","4","3","2","1","1","0"
"271481",0,"11","3","12","2","0","1","1"
"340791",0,"13","2","9","2","0","1","0"
"127326.1",0,"16","0","8","1","0","1","0"
"105626",0,"1","6","9","1","0","0","0"
"170969",0,"14","3","6","2","0","1","0"
"322048",0,"15","4","10","2","0","1","0"
"277366",0,"14","6","12","2","0","1","0"
"428764",0,"9","0","4","2","0","1","0"
"328484",0,"20","2","9","2","0","1","0"
"29189",0,"13","3","1","0","0","0","0"
"21311",0,"15","3","2","2","0","1","0"
"158661",0,"0","0","7","1","0","0","0"
"154726",0,"18","0","7","2","0","0","0"
"260245",0,"16","2","1","2","0","1","0"
"351256",0,"0","6","8","2","0","1","0"
"124455",0,"10","4","8","1","0","0","0"
"262717",0,"14","4","1","2","0","1","0"
"23383",0,"16","0","2","1","0","0","0"
"436942",0,"18","5","4","2","0","0","0"
"303694",0,"14","6","11","2","0","1","0"
"69793",0,"23","5","11","1","0","1","0"
"358633",0,"10","1","8","2","0","1","0"
"80668",0,"7","3","11","2","0","1","0"
"340412",0,"23","3","9","4","0","1","0"
"19687",0,"14","6","2","2","0","0","0"
"302679",0,"9","1","11","1","0","0","1"
"412061",0,"20","6","5","2","0","1","0"
"23865",0,"12","6","2","2","0","1","0"
"306785",0,"18","1","11","2","0","1","0"
"156027",0,"15","4","7","2","0","1","0"
"161487",0,"9","3","6","2","0","1","0"
"138328",0,"21","4","8","2","0","0","0"
"69201",0,"4","6","11","2","0","1","0"
"46030",0,"17","1","12","1","0","1","0"
"203065",0,"1","0","4","1","0","0","0"
"459326",0,"9","2","2","2","0","1","0"
"155762",0,"1","5","7","2","0","1","0"
"269116",0,"8","1","1","2","0","1","0"
"135045",0,"7","2","8","2","0","0","0"
"371792",0,"18","1","7","2","0","1","0"
"458463",0,"16","3","2","4","0","1","0"
"240106",0,"14","2","2","2","0","1","0"
"151048",0,"17","5","7","2","0","1","0"
"391006",0,"13","5","6","2","0","1","0"
"98912",0,"17","3","10","2","0","1","0"
"121657",0,"22","2","8","2","0","0","0"
"2579",0,"15","1","3","2","0","1","0"
"307753",0,"8","0","11","2","0","1","0"
"77167",0,"5","1","11","1","0","0","0"
"257396",0,"23","0","1","2","0","1","0"
"217202",0,"12","6","4","2","0","1","0"
"376182",0,"16","1","7","2","1","0","0"
"327748",0,"15","3","10","2","0","1","0"
"51744",0,"7","5","12","2","0","1","0"
"317812",0,"17","4","10","2","0","1","0"
"394779",0,"16","6","6","2","0","1","0"
"3370",0,"8","0","3","1","0","0","0"
"417198",0,"15","5","5","2","0","0","0"
"384950",0,"19","0","6","2","0","0","0"
"469644",0,"20","4","2","2","0","1","0"
"417852",0,"18","4","5","2","0","1","0"
"322403",0,"21","4","10","2","0","1","0"
"456651",0,"20","6","3","2","0","1","0"
"243068",0,"18","4","2","4","0","1","0"
"122171",0,"17","1","8","2","0","0","0"
"312564",0,"15","5","10","2","0","1","0"
"288212",0,"12","3","12","2","0","1","0"
"171097",0,"19","3","6","2","0","1","0"
"97916",0,"7","4","10","2","0","0","0"
"18289",0,"16","2","2","2","0","1","0"
"395771",0,"18","4","6","1","0","1","0"
"288487",0,"15","3","12","2","1","1","0"
"131367",0,"11","1","8","2","0","0","0"
"242016",0,"17","6","2","2","0","1","0"
"126877",0,"9","1","8","1","0","1","0"
"98755",0,"8","3","10","1","0","1","0"
"223635",0,"9","2","3","1","0","1","0"
"190034",0,"13","1","5","2","0","1","0"
"84282",0,"4","4","10","1","0","0","0"
"263417",0,"10","3","1","2","0","1","0"
"232808",0,"17","1","3","1","0","1","0"
"408033",0,"12","5","5","2","0","1","0"
"352114",0,"21","5","8","2","0","0","0"
"98309",0,"0","3","10","4","0","0","0"
"72127",0,"9","2","11","2","0","1","0"
"397906",0,"7","1","6","2","0","1","0"
"197098",0,"22","4","5","2","0","1","0"
"188046",0,"18","4","5","2","0","0","0"
"435277",0,"15","2","4","2","0","1","0"
"118095",0,"16","1","9","1","0","1","0"
"469818",0,"13","3","2","2","0","1","0"
"233626",0,"7","6","3","2","0","1","1"
"350243",0,"16","1","8","2","0","1","0"
"363784",0,"16","0","8","2","0","1","1"
"223385",0,"13","2","3","2","0","1","0"
"439368",0,"18","1","3","2","0","1","0"
"299113",0,"17","0","11","2","0","1","0"
"464537",0,"2","6","2","2","0","1","0"
"24360",0,"14","5","2","2","0","0","0"
"53671",0,"23","3","12","2","0","0","0"
"404064",0,"17","5","5","2","0","1","0"
"258131",0,"5","5","1","2","0","1","0"
"124112",0,"23","5","8","2","0","1","0"
"72759",0,"9","1","11","1","0","0","0"
"177104",0,"16","6","6","2","0","0","0"
"51548",0,"20","6","12","1","0","0","0"
"471353",0,"0","1","2","1","0","1","0"
"404256",0,"23","4","5","2","0","1","0"
"303031",0,"9","0","11","2","0","0","0"
"27507",0,"12","6","1","2","0","0","0"
"126000",0,"14","2","8","2","0","0","0"
"156426",0,"9","4","7","2","0","0","0"
"55022",0,"8","1","12","2","0","1","0"
"239040",0,"6","4","2","2","0","1","0"
"220301",0,"18","1","3","2","0","1","0"
"247949",0,"16","1","2","1","0","1","0"
"18136",0,"8","2","2","2","0","0","0"
"10592",0,"17","2","3","2","0","1","0"
"32427",0,"17","4","1","2","0","1","1"
"395672",0,"13","4","6","2","0","1","0"
"111229",0,"15","4","9","3","0","1","0"
"50887",0,"17","0","12","1","0","1","0"
"465782",0,"17","4","2","2","0","1","0"
"291169",0,"18","5","11","1","0","1","0"
"476276",0,"22","5","1","3","0","1","0"
"407650",0,"16","6","5","2","0","1","0"
"374278",0,"18","4","7","1","0","1","0"
"258231",0,"15","5","1","3","0","0","0"
"281647",0,"7","0","12","2","0","1","0"
"344662",0,"13","3","9","2","0","1","0"
"474174",0,"9","3","1","2","1","1","0"
"466521",0,"7","3","2","2","0","1","0"
"402908",0,"13","0","6","2","0","1","0"
"390327",0,"21","6","6","2","0","1","0"
"135372",0,"11","1","8","2","0","0","0"
"112840",0,"4","2","9","2","0","1","0"
"361685",0,"0","3","8","2","0","1","1"
"391858",0,"18","4","6","2","0","1","0"
"308968",0,"14","4","10","2","0","1","0"
"446933",0,"21","1","3","2","0","1","0"
"199963",0,"17","6","5","2","0","1","0"
"258623",0,"15","4","1","2","0","1","0"
"201195",0,"8","4","4","3","0","0","0"
"2293",0,"8","2","3","2","0","0","0"
"279504",0,"21","3","12","2","0","1","0"
"308644",0,"18","4","10","2","0","1","0"
"374094",0,"10","4","7","2","0","1","1"
"415707",0,"11","0","5","2","0","0","0"
"289626",0,"18","1","12","2","0","1","0"
"345424",0,"13","2","9","2","1","1","0"
"154713",0,"18","0","7","2","0","1","0"
"237807",0,"14","6","2","2","0","1","0"
"336596",0,"15","2","9","3","0","1","0"
"299378",0,"18","6","11","2","0","1","0"
"200280",0,"8","5","4","2","0","1","0"
"478339",0,"13","1","1","2","0","1","0"
"213073",0,"7","5","4","2","0","1","0"
"7580",0,"14","0","3","2","0","0","0"
"26952",0,"7","0","1","1","0","0","0"
"323515",0,"9","2","10","2","0","1","0"
"171966",0,"18","1","6","2","0","1","0"
"57918",0,"13","3","12","2","0","0","0"
"250971",0,"10","3","2","2","0","1","0"
"345306",0,"15","2","9","2","0","1","0"
"174745",0,"18","3","6","2","0","1","0"
"310756",0,"16","1","10","2","0","1","0"
"458948",0,"12","2","2","1","0","0","0"
"225567",0,"18","6","3","2","0","1","0"
"59102",0,"5","1","12","2","0","1","0"
"170901",0,"9","3","6","2","0","0","0"
"440034",0,"21","0","3","2","0","1","0"
"182761",0,"10","4","5","2","0","0","0"
"333939",0,"21","6","9","2","0","1","0"
"205642",0,"15","3","4","2","0","1","0"
"142481",0,"19","4","7","2","0","0","0"
"47519",0,"16","5","12","2","0","1","0"
"141184",0,"19","6","7","3","0","0","0"
"373637",0,"17","5","7","2","0","1","0"
"97937",0,"8","4","10","1","0","1","0"
"32737",0,"20","3","1","1","0","0","0"
"91877",0,"18","0","10","1","0","0","1"
"296386",0,"17","4","11","2","0","1","0"
"19211",0,"9","0","2","1","0","0","0"
"182371",0,"9","5","5","2","0","0","0"
"33329",0,"16","2","1","3","0","0","0"
"397601",0,"17","1","6","2","0","1","0"
"139049",0,"10","3","8","3","0","1","0"
"319047",0,"13","2","10","2","0","1","0"
"169128.1",0,"3","5","6","2","0","0","0"
"62994",0,"14","2","11","2","0","1","0"
"338180",0,"14","0","9","2","0","1","0"
"384426",0,"17","1","6","2","0","1","0"
"157151",0,"17","3","7","1","0","0","0"
"345298",0,"11","2","9","2","0","0","1"
"362386",0,"13","2","8","2","1","1","0"
"177694",0,"10","5","6","2","0","1","0"
"416888",0,"14","5","5","2","0","1","0"
"197843",0,"8","3","5","2","0","0","0"
"415357",0,"18","1","5","2","0","1","0"
"272461",0,"18","1","12","2","0","1","0"
"177349",0,"3","6","6","2","0","0","0"
"240636",0,"20","1","2","2","0","1","0"
"54436",0,"12","1","12","2","0","1","0"
"95063",0,"5","2","10","2","0","0","0"
"448553",0,"18","5","3","3","0","1","0"
"168531",0,"2","6","6","2","0","0","0"
"430004",0,"1","5","4","2","0","1","0"
"452155",0,"14","5","3","2","0","1","0"
"49660",0,"22","1","12","2","0","0","0"
"48240",0,"8","4","12","1","0","1","1"
"401866",0,"14","1","6","2","0","0","0"
"13576",0,"23","3","2","2","0","1","0"
"78856",0,"19","5","11","2","0","1","0"
"415811",0,"16","0","5","2","0","1","0"
"441735",0,"13","3","3","2","0","1","0"
"269542",0,"18","0","1","2","0","0","0"
"278456.1",0,"11","4","12","2","0","0","0"
"439454",0,"7","1","3","2","0","1","0"
"377859",0,"0","5","7","2","0","1","0"
"471625",0,"11","1","2","2","0","1","0"
"130766",0,"22","2","8","2","0","1","0"
"139271",0,"15","2","8","2","0","1","0"
"83035",0,"15","6","10","2","0","1","0"
"350219",0,"15","1","8","2","0","1","0"
"302593",0,"2","1","11","2","0","1","0"
"428479",0,"11","0","4","2","0","1","0"
"358729",0,"10","1","8","2","0","1","0"
"386008",0,"20","5","6","2","0","1","1"
"384423",0,"17","1","6","2","0","0","0"
"108646",0,"14","1","9","1","0","0","0"
"219590",0,"15","2","3","2","0","0","0"
"120670",0,"11","3","9","2","0","0","0"
"22018",0,"13","2","2","1","0","0","0"
"263035",0,"17","4","1","2","0","1","0"
"176306",0,"14","0","6","2","0","0","0"
"264809",0,"10","1","1","2","0","1","0"
"3689",0,"18","6","3","2","0","1","0"
"452737",0,"17","4","3","2","0","1","0"
"437097",0,"13","5","4","2","0","1","0"
"37917",0,"8","1","1","2","0","0","0"
"311916",0,"19","6","10","2","0","1","0"
"66518",0,"18","3","11","2","0","0","0"
"92871",0,"19","5","10","2","0","1","0"
"289765",0,"6","1","12","2","0","0","0"
"373251",0,"15","6","7","2","0","1","0"
"287265",0,"22","5","12","2","0","1","0"
"85273",0,"19","3","10","2","0","1","0"
"9478",0,"13","3","3","2","0","1","0"
"180053",0,"10","2","6","2","0","0","0"
"302632",0,"8","1","11","2","0","1","0"
"343669",0,"8","5","9","3","0","0","0"
"406618",0,"16","1","5","2","0","1","0"
"176330",0,"10","0","6","1","0","1","0"
"445338",0,"8","4","3","2","1","1","0"
"83052",0,"17","6","10","1","0","0","0"
"320490",0,"17","0","10","1","0","1","0"
"212785",0,"8","6","4","2","0","1","0"
"66240",0,"7","4","11","1","0","1","0"
"171989",0,"23","1","6","2","0","1","0"
"93212",0,"12","4","10","2","0","1","0"
"336832",0,"7","2","9","2","0","1","0"
"215363",0,"14","2","4","1","0","1","0"
"475896",0,"23","6","1","2","0","0","0"
"345145",0,"20","3","9","2","0","0","0"
"89767",0,"7","3","10","1","0","0","0"
"238934",0,"20","4","2","2","0","1","0"
"280111",0,"21","2","12","2","0","1","0"
"78048",0,"23","0","11","1","0","1","0"
"406018",0,"19","2","5","2","0","1","0"
"287986",0,"17","4","12","2","0","1","1"
"345089",0,"17","3","9","2","0","1","0"
"348275",0,"10","4","8","1","0","1","0"
"210012",0,"12","3","4","2","0","1","0"
"434422",0,"14","4","4","2","1","1","0"
"218049",0,"18","4","4","2","0","0","0"
"178919",0,"0","3","6","2","0","0","0"
"443340",0,"19","1","3","2","0","1","0"
"455562",0,"7","1","3","2","1","1","0"
"275273",0,"18","2","12","2","0","1","0"
"326331",0,"4","5","10","2","0","1","0"
"156025",0,"15","4","7","2","0","0","0"
"417838",0,"20","4","5","2","0","1","0"
"88252",0,"23","5","10","2","0","1","0"
"170121",0,"0","4","6","2","0","0","0"
"56030",0,"14","6","12","2","0","0","0"
"49835",0,"6","1","12","1","0","0","0"
"327925",0,"11","2","9","3","0","1","0"
"462501",0,"22","3","2","2","1","1","0"
"60901",0,"0","5","12","2","0","1","0"
"456869",0,"14","6","3","1","0","0","0"
"287706",0,"6","4","12","2","0","1","0"
"261648",0,"6","0","1","4","0","1","0"
"190157",0,"16","0","5","1","0","1","0"
"421350",0,"1","5","5","2","1","0","0"
"188189",0,"19","3","5","2","0","1","0"
"19258",0,"6","0","2","1","0","0","0"
"264153",0,"10","2","1","2","0","1","1"
"460350",0,"8","0","2","3","0","1","0"
"234669",0,"16","4","3","2","1","1","0"
"376435",0,"10","1","7","2","0","1","0"
"451138",0,"0","0","3","2","0","1","0"
"309034",0,"16","4","10","2","0","1","0"
"299476",0,"20","6","11","2","0","1","0"
"251185",0,"15","2","2","2","0","1","0"
"352110",0,"17","5","8","2","0","1","0"
"313145",0,"15","4","10","2","0","1","0"
"124205",0,"15","5","8","1","0","1","0"
"14103",0,"19","2","2","2","0","0","0"
"450894",0,"18","1","3","2","1","1","0"
"3445",0,"14","0","3","2","0","0","0"
"160110",0,"14","4","7","2","0","0","0"
"377393",0,"13","6","7","3","0","1","0"
"220226",0,"10","1","3","2","0","1","0"
"236837",0,"10","1","3","2","0","1","0"
"118281",0,"15","1","9","2","0","0","0"
"148043",0,"7","3","7","2","0","0","0"
"189156",0,"21","2","5","2","0","1","0"
"111135",0,"11","4","9","2","0","0","0"
"155994",0,"16","5","7","2","0","1","0"
"267034",0,"1","4","1","1","0","1","0"
"100387",0,"16","0","10","2","0","1","0"
"126993",0,"7","1","8","2","0","0","0"
"460048",0,"18","0","2","1","0","1","0"
"126393",0,"20","2","8","2","0","0","0"
"71537",0,"8","3","11","2","0","1","0"
"313521",0,"8","4","10","2","1","1","0"
"286244",0,"19","6","12","2","0","1","0"
"75545",0,"14","3","11","4","0","1","0"
"315346",0,"17","1","10","1","0","1","0"
"356211",0,"17","5","8","2","0","1","0"
"163967",0,"16","6","6","2","0","1","0"
"215384",0,"17","2","4","2","0","1","0"
"28305",0,"17","5","1","1","0","0","0"
"174985",0,"10","2","6","2","0","1","0"
"85730",0,"14","2","10","2","0","0","0"
"254580",0,"5","4","1","2","0","1","0"
"152238",0,"8","4","7","2","0","1","0"
"30477",0,"9","1","1","2","0","0","0"
"188388",0,"10","3","5","2","0","1","0"
"354919",0,"0","0","8","1","0","1","0"
"329868",0,"13","6","9","2","0","1","0"
"223494",0,"18","2","3","2","0","0","0"
"433607",0,"12","5","4","2","0","1","0"
"195349",0,"12","6","5","2","0","1","0"
"262190",0,"12","5","1","2","0","1","0"
"357281",0,"19","3","8","2","0","1","0"
"464484",0,"19","6","2","1","0","1","0"
"72639",0,"18","1","11","2","0","0","0"
"418867",0,"14","2","5","2","0","1","0"
"376370",0,"9","1","7","2","0","1","0"
"48092",0,"22","4","12","1","0","1","0"
"201517",0,"16","3","4","1","0","1","0"
"165430",0,"18","4","6","2","0","1","0"
"468686",0,"11","5","2","2","0","1","0"
"264767",0,"1","1","1","2","0","1","0"
"81754",0,"11","1","11","2","0","1","0"
"164140",0,"8","6","6","2","0","1","0"
"310247",0,"7","2","10","2","0","1","0"
"35017",0,"8","6","1","2","0","1","0"
"322574",0,"9","4","10","2","0","0","0"
"430904",0,"13","3","4","2","0","1","0"
"439944",0,"15","0","3","2","1","1","0"
"248777",0,"18","0","2","2","0","1","0"
"343793",0,"3","5","9","2","0","1","0"
"306669",0,"12","1","11","2","0","1","0"
"221725",0,"23","5","3","2","0","1","0"
"463946",0,"20","1","2","2","0","1","0"
"469588",0,"12","4","2","2","0","0","1"
"329410",0,"20","0","9","2","0","1","0"
"217522",0,"23","5","4","2","0","1","0"
"214601",0,"10","3","4","1","0","1","0"
"446430.1",0,"4","2","3","3","0","1","0"
"270671",0,"16","5","1","1","0","1","0"
"270551",0,"23","5","1","2","0","1","0"
"817",0,"15","4","3","2","0","0","0"
"80471",0,"13","3","11","2","0","0","0"
"424862",0,"0","6","4","2","0","1","0"
"283240",0,"13","4","12","1","1","1","0"
"269628",0,"12","0","1","2","0","1","1"
"22408",0,"12","1","2","1","0","1","0"
"373840",0,"0","5","7","2","0","1","0"
"78168",0,"11","6","11","2","0","0","0"
"73947",0,"19","6","11","2","0","1","0"
"210048",0,"14","3","4","2","0","1","0"
"253492",0,"1","6","1","3","0","1","0"
"54553",0,"22","1","12","2","0","0","0"
"375519",0,"15","2","7","2","0","1","0"
"22695",0,"15","1","2","3","0","1","0"
"112534",0,"13","2","9","1","0","0","0"
"1860",0,"9","3","3","2","0","1","0"
"128930",0,"11","4","8","1","0","1","0"
"71103",0,"10","3","11","2","0","0","0"
"102826",0,"16","3","9","1","0","0","0"
"55557",0,"5","0","12","3","0","1","0"
"410735",0,"17","1","5","2","0","1","0"
"363111",0,"17","1","8","2","0","1","0"
"87629",0,"1","6","10","1","0","1","0"
"277226",0,"11","6","12","2","0","1","0"
"249495",0,"8","5","2","2","0","0","0"
"43417",0,"19","6","1","2","0","0","0"
"165383",0,"18","4","6","2","0","1","0"
"373583",0,"14","5","7","2","0","1","0"
"466328",0,"11","3","2","2","0","1","1"
"282166",0,"21","6","12","2","0","1","0"
"471971",0,"3","0","2","2","0","1","0"
"140881",0,"0","0","8","1","0","0","0"
"385584",0,"13","6","6","2","0","1","0"
"256593",0,"11","1","1","2","0","0","0"
"411309",0,"17","0","5","2","0","0","0"
"101999",0,"9","4","9","2","0","0","0"
"117176",0,"16","3","9","2","0","0","0"
"346085",0,"17","1","9","2","0","1","0"
"54079",0,"12","2","12","2","0","1","1"
"329647",0,"19","0","9","2","0","1","0"
"2229",0,"22","2","3","1","0","1","0"
"301558",0,"3","3","11","2","0","0","0"
"191371",0,"17","5","5","2","0","0","0"
"419821",0,"14","1","5","2","0","1","0"
"236264",0,"23","2","3","2","0","1","0"
"309158",0,"10","3","10","2","0","1","0"
"71466",0,"8","3","11","3","0","0","0"
"17843",0,"11","2","2","1","0","0","0"
"161142",0,"16","3","6","2","0","0","0"
"160160",0,"20","4","7","2","0","1","0"
"350056",0,"23","1","8","2","0","1","0"
"13429",0,"10","4","2","1","0","1","0"
"243355",0,"17","3","2","2","0","1","0"
"426870",0,"21","3","4","2","0","0","0"
"237515",0,"13","0","2","2","0","1","0"
"169809.1",0,"23","4","6","2","0","1","0"
"128681",0,"11","5","8","2","0","0","0"
"142247",0,"13","4","7","2","0","1","0"
"133333",0,"11","4","8","2","0","1","0"
"5507",0,"1","3","3","2","0","0","0"
"386887",0,"15","4","6","2","0","1","0"
"66002",0,"12","4","11","2","0","0","0"
"212127",0,"8","0","4","2","0","0","0"
